request_id,lease_id,status,logged_by,ticket_number,log_date,problem,urgency,category,created_at,updated_at,deleted_at,image_path,assigned_to,expected_completion_date
1295,47,Completed,Marcus Manager,TICKET-001295,2025-02-06,Window frame repair,Level 2,Structural,2025-02-06 00:00:00,2025-02-06 00:00:00,,,,
1296,212,Completed,Marcus Manager,TICKET-001296,2025-02-20,Running toilet,Level 1,Plumbing,2025-02-20 00:00:00,2025-02-20 00:00:00,,,,
1297,104,Completed,King Bruen,TICKET-001297,2025-02-04,Pipe leakage,Level 2,Plumbing,2025-02-04 00:00:00,2025-02-04 00:00:00,,,,
1298,59,Completed,Mia Martinez,TICKET-001298,2025-02-24,Door frame damage,Level 2,Structural,2025-02-24 00:00:00,2025-02-24 00:00:00,,,,
1299,83,Completed,Mia Martinez,TICKET-001299,2025-02-24,Dishwasher leakage,Level 3,Appliance,2025-02-24 00:00:00,2025-02-24 00:00:00,,,,
1300,83,Completed,Clark West,TICKET-001300,2025-02-21,Water heater broken,Level 1,Plumbing,2025-02-21 00:00:00,2025-02-21 00:00:00,,,,
1301,92,Completed,Bernita Crona,TICKET-001301,2025-02-06,Dishwasher leakage,Level 4,Appliance,2025-02-06 00:00:00,2025-02-06 00:00:00,,,,
1302,100,Completed,Bernita Crona,TICKET-001302,2025-02-21,Clogged drain,Level 2,Plumbing,2025-02-21 00:00:00,2025-02-21 00:00:00,,,,
1303,98,Completed,Mia Martinez,TICKET-001303,2025-02-23,Microwave not heating,Level 1,Appliance,2025-02-23 00:00:00,2025-02-23 00:00:00,,,,
1304,117,Completed,King Bruen,TICKET-001304,2025-02-01,Door not closing,Level 1,Structural,2025-02-01 00:00:00,2025-02-01 00:00:00,,,,
1305,132,Completed,King Bruen,TICKET-001305,2025-02-04,Flickering lights,Level 4,Electrical,2025-02-04 00:00:00,2025-02-04 00:00:00,,,,
1306,136,Completed,Mia Martinez,TICKET-001306,2025-02-03,General pest treatment,Level 3,Pest Control,2025-02-03 00:00:00,2025-02-03 00:00:00,,,,
1307,283,Completed,Mia Martinez,TICKET-001307,2025-02-11,Sink drainage issue,Level 1,Plumbing,2025-02-11 00:00:00,2025-02-11 00:00:00,,,,
1308,183,Completed,King Bruen,TICKET-001308,2025-02-05,Low water pressure,Level 2,Plumbing,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,
1309,188,Completed,Marcus Manager,TICKET-001309,2025-02-20,Wall crack,Level 2,Structural,2025-02-20 00:00:00,2025-02-20 00:00:00,,,,
1310,196,Completed,King Bruen,TICKET-001310,2025-02-06,Oven issue,Level 3,Appliance,2025-02-06 00:00:00,2025-02-06 00:00:00,,,,
1311,222,Completed,Mia Martinez,TICKET-001311,2025-02-25,Mosquito problem,Level 3,Pest Control,2025-02-25 00:00:00,2025-02-25 00:00:00,,,,
1312,264,Completed,Marcus Manager,TICKET-001312,2025-03-07,Microwave not heating,Level 1,Appliance,2025-03-07 00:00:00,2025-03-07 00:00:00,,,,
1313,173,Completed,Mia Martinez,TICKET-001313,2025-03-14,General pest treatment,Level 3,Pest Control,2025-03-14 00:00:00,2025-03-14 00:00:00,,,,
1314,12,Completed,Bernita Crona,TICKET-001314,2025-03-26,Wiring problem,Level 1,Electrical,2025-03-26 00:00:00,2025-03-26 00:00:00,,,,
1315,18,Completed,Marcus Manager,TICKET-001315,2025-03-06,Light fixture malfunction,Level 1,Electrical,2025-03-06 00:00:00,2025-03-06 00:00:00,,,,
1316,17,Completed,Mia Martinez,TICKET-001316,2025-03-25,Rodent activity,Level 2,Pest Control,2025-03-25 00:00:00,2025-03-25 00:00:00,,,,
1317,43,Completed,Bernita Crona,TICKET-001317,2025-03-22,Light fixture malfunction,Level 2,Electrical,2025-03-22 00:00:00,2025-03-22 00:00:00,,,,
1318,81,Completed,Clark West,TICKET-001318,2025-03-21,Wall damage,Level 1,Structural,2025-03-21 00:00:00,2025-03-21 00:00:00,,,,
1319,81,Completed,Clark West,TICKET-001319,2025-03-25,Mosquito problem,Level 2,Pest Control,2025-03-25 00:00:00,2025-03-25 00:00:00,,,,
1320,205,Completed,Mia Martinez,TICKET-001320,2025-03-30,Pipe leakage,Level 1,Plumbing,2025-03-30 00:00:00,2025-03-30 00:00:00,,,,
1321,203,Completed,Mia Martinez,TICKET-001321,2025-03-09,Switch not working,Level 3,Electrical,2025-03-09 00:00:00,2025-03-09 00:00:00,,,,
1322,90,Completed,King Bruen,TICKET-001322,2025-03-26,Window frame repair,Level 2,Structural,2025-03-26 00:00:00,2025-03-26 00:00:00,,,,
1323,101,Completed,Marcus Manager,TICKET-001323,2025-03-22,General pest treatment,Level 3,Pest Control,2025-03-22 00:00:00,2025-03-22 00:00:00,,,,
1324,98,Completed,Marcus Manager,TICKET-001324,2025-03-24,Rodent activity,Level 3,Pest Control,2025-03-24 00:00:00,2025-03-24 00:00:00,,,,
1325,127,Completed,Clark West,TICKET-001325,2025-03-19,Microwave not heating,Level 2,Appliance,2025-03-19 00:00:00,2025-03-19 00:00:00,,,,
1326,122,Completed,Mia Martinez,TICKET-001326,2025-03-31,Dripping shower head,Level 3,Plumbing,2025-03-31 00:00:00,2025-03-31 00:00:00,,,,
1327,134,Completed,Mia Martinez,TICKET-001327,2025-03-04,Microwave not heating,Level 3,Appliance,2025-03-04 00:00:00,2025-03-04 00:00:00,,,,
1328,130,Completed,Mia Martinez,TICKET-001328,2025-03-11,Loose tiles,Level 1,Structural,2025-03-11 00:00:00,2025-03-11 00:00:00,,,,
1329,161,Completed,Marcus Manager,TICKET-001329,2025-03-08,Door not closing,Level 2,Structural,2025-03-08 00:00:00,2025-03-08 00:00:00,,,,
1330,150,Completed,Marcus Manager,TICKET-001330,2025-03-02,Ceiling crack,Level 1,Structural,2025-03-02 00:00:00,2025-03-02 00:00:00,,,,
1331,157,Completed,Marcus Manager,TICKET-001331,2025-03-19,Cockroach sighting,Level 2,Pest Control,2025-03-19 00:00:00,2025-03-19 00:00:00,,,,
1332,301,Completed,Mia Martinez,TICKET-001332,2025-03-29,Ant infestation,Level 3,Pest Control,2025-03-29 00:00:00,2025-03-29 00:00:00,,,,
1333,222,Completed,King Bruen,TICKET-001333,2025-03-16,AC unit electrical issues,Level 1,Electrical,2025-03-16 00:00:00,2025-03-16 00:00:00,,,,
1334,222,Completed,Bernita Crona,TICKET-001334,2025-03-05,Wall crack,Level 1,Structural,2025-03-05 00:00:00,2025-03-05 00:00:00,,,,
1335,234,Completed,Bernita Crona,TICKET-001335,2025-03-30,Window frame repair,Level 1,Structural,2025-03-30 00:00:00,2025-03-30 00:00:00,,,,
1336,251,Completed,Clark West,TICKET-001336,2025-03-14,Bed bug inspection,Level 3,Pest Control,2025-03-14 00:00:00,2025-03-14 00:00:00,,,,
1337,1,Completed,Mia Martinez,TICKET-001337,2025-04-05,Exhaust fan noise,Level 3,Appliance,2025-04-05 00:00:00,2025-04-05 00:00:00,,,,
1338,14,Completed,Clark West,TICKET-001338,2025-04-26,Spider infestation,Level 4,Pest Control,2025-04-26 00:00:00,2025-04-26 00:00:00,,,,
1339,10,Completed,Mia Martinez,TICKET-001339,2025-04-13,Water heater broken,Level 2,Plumbing,2025-04-13 00:00:00,2025-04-13 00:00:00,,,,
1340,18,Completed,Clark West,TICKET-001340,2025-04-15,Pipe leakage,Level 2,Plumbing,2025-04-15 00:00:00,2025-04-15 00:00:00,,,,
1341,19,Completed,King Bruen,TICKET-001341,2025-04-27,Washing machine malfunction,Level 2,Appliance,2025-04-27 00:00:00,2025-04-27 00:00:00,,,,
1342,25,Completed,King Bruen,TICKET-001342,2025-04-29,Water heater broken,Level 2,Plumbing,2025-04-29 00:00:00,2025-04-29 00:00:00,,,,
1343,41,Completed,Clark West,TICKET-001343,2025-04-24,Power outlet not working,Level 4,Electrical,2025-04-24 00:00:00,2025-04-24 00:00:00,,,,
1344,41,Completed,Mia Martinez,TICKET-001344,2025-04-11,AC remote issue,Level 3,Appliance,2025-04-11 00:00:00,2025-04-11 00:00:00,,,,
1345,44,Completed,Bernita Crona,TICKET-001345,2025-04-20,AC unit electrical issues,Level 1,Electrical,2025-04-20 00:00:00,2025-04-20 00:00:00,,,,
1346,75,Completed,Mia Martinez,TICKET-001346,2025-04-16,Switch not working,Level 1,Electrical,2025-04-16 00:00:00,2025-04-16 00:00:00,,,,
1347,142,Completed,Bernita Crona,TICKET-001347,2025-04-16,Dryer not working,Level 1,Appliance,2025-04-16 00:00:00,2025-04-16 00:00:00,,,,
1348,205,Completed,Marcus Manager,TICKET-001348,2025-04-24,Power outlet not working,Level 1,Electrical,2025-04-24 00:00:00,2025-04-24 00:00:00,,,,
1349,85,Completed,Bernita Crona,TICKET-001349,2025-04-11,Low water pressure,Level 2,Plumbing,2025-04-11 00:00:00,2025-04-11 00:00:00,,,,
1350,82,Completed,Clark West,TICKET-001350,2025-04-07,Leaking faucet,Level 3,Plumbing,2025-04-07 00:00:00,2025-04-07 00:00:00,,,,
1351,180,Completed,Bernita Crona,TICKET-001351,2025-04-06,AC remote issue,Level 1,Appliance,2025-04-06 00:00:00,2025-04-06 00:00:00,,,,
1352,86,Completed,Bernita Crona,TICKET-001352,2025-04-06,Wall crack,Level 2,Structural,2025-04-06 00:00:00,2025-04-06 00:00:00,,,,
1353,99,Completed,Mia Martinez,TICKET-001353,2025-04-15,Dryer not working,Level 3,Appliance,2025-04-15 00:00:00,2025-04-15 00:00:00,,,,
1354,97,Completed,Mia Martinez,TICKET-001354,2025-04-22,Wall damage,Level 3,Structural,2025-04-22 00:00:00,2025-04-22 00:00:00,,,,
1355,114,Completed,Mia Martinez,TICKET-001355,2025-04-07,Refrigerator not cooling,Level 1,Appliance,2025-04-07 00:00:00,2025-04-07 00:00:00,,,,
1356,115,Completed,King Bruen,TICKET-001356,2025-04-02,Window frame repair,Level 3,Structural,2025-04-02 00:00:00,2025-04-02 00:00:00,,,,
1357,135,Completed,Clark West,TICKET-001357,2025-04-22,Loose tiles,Level 1,Structural,2025-04-22 00:00:00,2025-04-22 00:00:00,,,,
1358,169,Completed,Bernita Crona,TICKET-001358,2025-04-23,Microwave not heating,Level 1,Appliance,2025-04-23 00:00:00,2025-04-23 00:00:00,,,,
1359,295,Completed,Marcus Manager,TICKET-001359,2025-04-22,Clogged drain,Level 3,Plumbing,2025-04-22 00:00:00,2025-04-22 00:00:00,,,,
1360,186,Completed,Mia Martinez,TICKET-001360,2025-04-15,Bed bug inspection,Level 2,Pest Control,2025-04-15 00:00:00,2025-04-15 00:00:00,,,,
1361,191,Completed,Clark West,TICKET-001361,2025-04-17,Rodent activity,Level 4,Pest Control,2025-04-17 00:00:00,2025-04-17 00:00:00,,,,
1362,200,Completed,King Bruen,TICKET-001362,2025-04-25,Dryer not working,Level 1,Appliance,2025-04-25 00:00:00,2025-04-25 00:00:00,,,,
1363,196,Completed,Marcus Manager,TICKET-001363,2025-04-26,Exhaust fan noise,Level 2,Appliance,2025-04-26 00:00:00,2025-04-26 00:00:00,,,,
1364,222,Completed,Marcus Manager,TICKET-001364,2025-04-21,Running toilet,Level 1,Plumbing,2025-04-21 00:00:00,2025-04-21 00:00:00,,,,
1365,235,Completed,King Bruen,TICKET-001365,2025-04-04,Pipe leakage,Level 3,Plumbing,2025-04-04 00:00:00,2025-04-04 00:00:00,,,,
1366,225,Completed,King Bruen,TICKET-001366,2025-04-02,Exhaust fan noise,Level 2,Appliance,2025-04-02 00:00:00,2025-04-02 00:00:00,,,,
1367,274,Completed,Clark West,TICKET-001367,2025-04-24,Leaking faucet,Level 2,Plumbing,2025-04-24 00:00:00,2025-04-24 00:00:00,,,,
1368,236,Completed,Marcus Manager,TICKET-001368,2025-04-28,AC unit electrical issues,Level 2,Electrical,2025-04-28 00:00:00,2025-04-28 00:00:00,,,,
1369,246,Completed,Mia Martinez,TICKET-001369,2025-04-12,Ceiling crack,Level 2,Structural,2025-04-12 00:00:00,2025-04-12 00:00:00,,,,
1370,257,Completed,Clark West,TICKET-001370,2025-04-14,Ant infestation,Level 4,Pest Control,2025-04-14 00:00:00,2025-04-14 00:00:00,,,,
1371,260,Completed,King Bruen,TICKET-001371,2025-04-25,Exhaust fan noise,Level 2,Appliance,2025-04-25 00:00:00,2025-04-25 00:00:00,,,,
1372,1,Completed,Marcus Manager,TICKET-001372,2025-05-31,Low water pressure,Level 1,Plumbing,2025-05-31 00:00:00,2025-05-31 00:00:00,,,,
1373,13,Completed,Clark West,TICKET-001373,2025-05-07,Leaking faucet,Level 2,Plumbing,2025-05-07 00:00:00,2025-05-07 00:00:00,,,,
1374,18,Completed,Marcus Manager,TICKET-001374,2025-05-25,Oven issue,Level 2,Appliance,2025-05-25 00:00:00,2025-05-25 00:00:00,,,,
1375,21,Completed,Bernita Crona,TICKET-001375,2025-05-15,Electrical panel inspection,Level 1,Electrical,2025-05-15 00:00:00,2025-05-15 00:00:00,,,,
1376,35,Completed,Marcus Manager,TICKET-001376,2025-05-11,Running toilet,Level 2,Plumbing,2025-05-11 00:00:00,2025-05-11 00:00:00,,,,
1377,33,Completed,Marcus Manager,TICKET-001377,2025-05-16,Refrigerator not cooling,Level 2,Appliance,2025-05-16 00:00:00,2025-05-16 00:00:00,,,,
1378,49,Completed,King Bruen,TICKET-001378,2025-05-13,Oven issue,Level 2,Appliance,2025-05-13 00:00:00,2025-05-13 00:00:00,,,,
1379,44,Completed,Mia Martinez,TICKET-001379,2025-05-15,Wall crack,Level 2,Structural,2025-05-15 00:00:00,2025-05-15 00:00:00,,,,
1380,85,Completed,Mia Martinez,TICKET-001380,2025-05-24,AC remote issue,Level 2,Appliance,2025-05-24 00:00:00,2025-05-24 00:00:00,,,,
1381,84,Completed,King Bruen,TICKET-001381,2025-05-21,AC unit electrical issues,Level 2,Electrical,2025-05-21 00:00:00,2025-05-21 00:00:00,,,,
1382,91,Pending,Mia Martinez,TICKET-001382,2025-05-05,Spider infestation,Level 4,Pest Control,2025-05-05 00:00:00,2025-05-05 00:00:00,,,,
1383,92,Completed,Clark West,TICKET-001383,2025-05-14,Microwave not heating,Level 2,Appliance,2025-05-14 00:00:00,2025-05-14 00:00:00,,,,
1384,129,Completed,Bernita Crona,TICKET-001384,2025-05-08,Electrical panel inspection,Level 1,Electrical,2025-05-08 00:00:00,2025-05-08 00:00:00,,,,
1385,128,Completed,Mia Martinez,TICKET-001385,2025-05-08,Door frame damage,Level 1,Structural,2025-05-08 00:00:00,2025-05-08 00:00:00,,,,
1386,157,Completed,King Bruen,TICKET-001386,2025-05-29,Mosquito problem,Level 4,Pest Control,2025-05-29 00:00:00,2025-05-29 00:00:00,,,,
1387,157,Completed,Clark West,TICKET-001387,2025-05-18,Dryer not working,Level 2,Appliance,2025-05-18 00:00:00,2025-05-18 00:00:00,,,,
1388,196,Completed,Mia Martinez,TICKET-001388,2025-05-28,Wall crack,Level 3,Structural,2025-05-28 00:00:00,2025-05-28 00:00:00,,,,
1389,193,Completed,King Bruen,TICKET-001389,2025-05-13,Wall crack,Level 1,Structural,2025-05-13 00:00:00,2025-05-13 00:00:00,,,,
1390,259,Completed,Mia Martinez,TICKET-001390,2025-05-08,Door frame damage,Level 1,Structural,2025-05-08 00:00:00,2025-05-08 00:00:00,,,,
1391,2,Completed,Mia Martinez,TICKET-001391,2025-06-16,Bed bug inspection,Level 2,Pest Control,2025-06-16 00:00:00,2025-06-16 00:00:00,,,,
1392,6,Completed,Clark West,TICKET-001392,2025-06-26,Spider infestation,Level 3,Pest Control,2025-06-26 00:00:00,2025-06-26 00:00:00,,,,
1393,11,Completed,Mia Martinez,TICKET-001393,2025-06-25,Loose tiles,Level 2,Structural,2025-06-25 00:00:00,2025-06-25 00:00:00,,,,
1394,21,Completed,Marcus Manager,TICKET-001394,2025-06-16,Flooring issue,Level 3,Structural,2025-06-16 00:00:00,2025-06-16 00:00:00,,,,
1395,17,Completed,Clark West,TICKET-001395,2025-06-12,Dripping shower head,Level 3,Plumbing,2025-06-12 00:00:00,2025-06-12 00:00:00,,,,
1396,35,Completed,Marcus Manager,TICKET-001396,2025-06-08,Termite inspection,Level 3,Pest Control,2025-06-08 00:00:00,2025-06-08 00:00:00,,,,
1397,35,Completed,Mia Martinez,TICKET-001397,2025-06-08,Spider infestation,Level 3,Pest Control,2025-06-08 00:00:00,2025-06-08 00:00:00,,,,
1398,48,Completed,Bernita Crona,TICKET-001398,2025-06-11,Wiring problem,Level 1,Electrical,2025-06-11 00:00:00,2025-06-11 00:00:00,,,,
1399,66,Completed,Marcus Manager,TICKET-001399,2025-06-15,Exhaust fan noise,Level 2,Appliance,2025-06-15 00:00:00,2025-06-15 00:00:00,,,,
1400,207,Completed,Marcus Manager,TICKET-001400,2025-06-19,Flickering lights,Level 1,Electrical,2025-06-19 00:00:00,2025-06-19 00:00:00,,,,
1401,83,Completed,Bernita Crona,TICKET-001401,2025-06-13,General pest treatment,Level 3,Pest Control,2025-06-13 00:00:00,2025-06-13 00:00:00,,,,
1402,82,Completed,Bernita Crona,TICKET-001402,2025-06-24,Oven issue,Level 1,Appliance,2025-06-24 00:00:00,2025-06-24 00:00:00,,,,
1403,90,Completed,Clark West,TICKET-001403,2025-06-10,Window frame repair,Level 3,Structural,2025-06-10 00:00:00,2025-06-10 00:00:00,,,,
1404,86,Completed,King Bruen,TICKET-001404,2025-06-28,Oven issue,Level 2,Appliance,2025-06-28 00:00:00,2025-06-28 00:00:00,,,,
1405,119,Completed,Bernita Crona,TICKET-001405,2025-06-17,Sink drainage issue,Level 3,Plumbing,2025-06-17 00:00:00,2025-06-17 00:00:00,,,,
1406,158,Completed,Bernita Crona,TICKET-001406,2025-06-05,Loose tiles,Level 3,Structural,2025-06-05 00:00:00,2025-06-05 00:00:00,,,,
1407,154,Completed,Mia Martinez,TICKET-001407,2025-06-02,Cockroach sighting,Level 2,Pest Control,2025-06-02 00:00:00,2025-06-02 00:00:00,,,,
1408,297,Completed,Bernita Crona,TICKET-001408,2025-06-14,Power outlet not working,Level 1,Electrical,2025-06-14 00:00:00,2025-06-14 00:00:00,,,,
1409,183,Completed,Clark West,TICKET-001409,2025-06-24,Low water pressure,Level 3,Plumbing,2025-06-24 00:00:00,2025-06-24 00:00:00,,,,
1410,187,Completed,King Bruen,TICKET-001410,2025-06-26,Washing machine malfunction,Level 3,Appliance,2025-06-26 00:00:00,2025-06-26 00:00:00,,,,
1411,199,Completed,Marcus Manager,TICKET-001411,2025-06-29,Flickering lights,Level 3,Electrical,2025-06-29 00:00:00,2025-06-29 00:00:00,,,,
1412,221,Completed,Mia Martinez,TICKET-001412,2025-06-20,Wall damage,Level 2,Structural,2025-06-20 00:00:00,2025-06-20 00:00:00,,,,
1413,222,Completed,Clark West,TICKET-001413,2025-06-21,Sink drainage issue,Level 1,Plumbing,2025-06-21 00:00:00,2025-06-21 00:00:00,,,,
1414,227,Completed,Mia Martinez,TICKET-001414,2025-06-12,Loose tiles,Level 1,Structural,2025-06-12 00:00:00,2025-06-12 00:00:00,,,,
1415,266,Completed,Marcus Manager,TICKET-001415,2025-06-17,Ceiling crack,Level 4,Structural,2025-06-17 00:00:00,2025-06-17 00:00:00,,,,
1416,256,Ongoing,Clark West,TICKET-001416,2025-06-30,Switch not working,Level 3,Electrical,2025-06-30 00:00:00,2025-06-30 00:00:00,,,,
1417,1,Completed,King Bruen,TICKET-001417,2025-07-12,Spider infestation,Level 3,Pest Control,2025-07-12 00:00:00,2025-07-12 00:00:00,,,,
1418,1,Completed,Clark West,TICKET-001418,2025-07-27,Electrical panel inspection,Level 1,Electrical,2025-07-27 00:00:00,2025-07-27 00:00:00,,,,
1419,9,Completed,Clark West,TICKET-001419,2025-07-06,Flickering lights,Level 1,Electrical,2025-07-06 00:00:00,2025-07-06 00:00:00,,,,
1420,39,Completed,Marcus Manager,TICKET-001420,2025-07-14,Dripping shower head,Level 1,Plumbing,2025-07-14 00:00:00,2025-07-14 00:00:00,,,,
1421,74,Completed,Mia Martinez,TICKET-001421,2025-07-09,AC remote issue,Level 4,Appliance,2025-07-09 00:00:00,2025-07-09 00:00:00,,,,
1422,143,Completed,King Bruen,TICKET-001422,2025-07-09,Bed bug inspection,Level 3,Pest Control,2025-07-09 00:00:00,2025-07-09 00:00:00,,,,
1423,144,Completed,King Bruen,TICKET-001423,2025-07-08,Low water pressure,Level 2,Plumbing,2025-07-08 00:00:00,2025-07-08 00:00:00,,,,
1424,181,Completed,Clark West,TICKET-001424,2025-07-05,AC unit electrical issues,Level 1,Electrical,2025-07-05 00:00:00,2025-07-05 00:00:00,,,,
1425,96,Completed,Mia Martinez,TICKET-001425,2025-07-10,Exhaust fan noise,Level 3,Appliance,2025-07-10 00:00:00,2025-07-10 00:00:00,,,,
1426,93,Completed,Bernita Crona,TICKET-001426,2025-07-27,Ceiling crack,Level 1,Structural,2025-07-27 00:00:00,2025-07-27 00:00:00,,,,
1427,99,Completed,Clark West,TICKET-001427,2025-07-04,Sink drainage issue,Level 1,Plumbing,2025-07-04 00:00:00,2025-07-04 00:00:00,,,,
1428,102,Completed,Marcus Manager,TICKET-001428,2025-07-05,Door not closing,Level 2,Structural,2025-07-05 00:00:00,2025-07-05 00:00:00,,,,
1429,283,Completed,Clark West,TICKET-001429,2025-07-02,Dryer not working,Level 2,Appliance,2025-07-02 00:00:00,2025-07-02 00:00:00,,,,
1430,157,Completed,Bernita Crona,TICKET-001430,2025-07-12,Switch not working,Level 1,Electrical,2025-07-12 00:00:00,2025-07-12 00:00:00,,,,
1431,151,Completed,Clark West,TICKET-001431,2025-07-29,Microwave not heating,Level 2,Appliance,2025-07-29 00:00:00,2025-07-29 00:00:00,,,,
1432,292,Completed,Bernita Crona,TICKET-001432,2025-07-23,Door not closing,Level 2,Structural,2025-07-23 00:00:00,2025-07-23 00:00:00,,,,
1433,186,Completed,Clark West,TICKET-001433,2025-07-21,Rodent activity,Level 2,Pest Control,2025-07-21 00:00:00,2025-07-21 00:00:00,,,,
1434,223,Ongoing,Clark West,TICKET-001434,2025-07-05,General pest treatment,Level 3,Pest Control,2025-07-05 00:00:00,2025-07-05 00:00:00,,,,
1435,232,Completed,Marcus Manager,TICKET-001435,2025-07-29,Exhaust fan noise,Level 2,Appliance,2025-07-29 00:00:00,2025-07-29 00:00:00,,,,
1436,279,Completed,Mia Martinez,TICKET-001436,2025-07-02,Ceiling crack,Level 3,Structural,2025-07-02 00:00:00,2025-07-02 00:00:00,,,,
1437,280,Completed,King Bruen,TICKET-001437,2025-07-05,Refrigerator not cooling,Level 2,Appliance,2025-07-05 00:00:00,2025-07-05 00:00:00,,,,
1438,247,Completed,Marcus Manager,TICKET-001438,2025-07-01,Window frame repair,Level 4,Structural,2025-07-01 00:00:00,2025-07-01 00:00:00,,,,
1439,253,Completed,King Bruen,TICKET-001439,2025-07-17,Exhaust fan noise,Level 1,Appliance,2025-07-17 00:00:00,2025-07-17 00:00:00,,,,
1440,258,Completed,King Bruen,TICKET-001440,2025-07-05,Refrigerator not cooling,Level 2,Appliance,2025-07-05 00:00:00,2025-07-05 00:00:00,,,,
1441,258,Completed,King Bruen,TICKET-001441,2025-07-05,Electrical panel inspection,Level 2,Electrical,2025-07-05 00:00:00,2025-07-05 00:00:00,,,,
1442,2,Completed,King Bruen,TICKET-001442,2025-08-19,Cockroach sighting,Level 3,Pest Control,2025-08-19 00:00:00,2025-08-19 00:00:00,,,,
1443,2,Completed,Marcus Manager,TICKET-001443,2025-08-20,Termite inspection,Level 2,Pest Control,2025-08-20 00:00:00,2025-08-20 00:00:00,,,,
1444,49,Completed,Mia Martinez,TICKET-001444,2025-08-26,Electrical panel inspection,Level 2,Electrical,2025-08-26 00:00:00,2025-08-26 00:00:00,,,,
1445,210,Completed,Bernita Crona,TICKET-001445,2025-08-27,Power outlet not working,Level 1,Electrical,2025-08-27 00:00:00,2025-08-27 00:00:00,,,,
1446,56,Completed,Bernita Crona,TICKET-001446,2025-08-20,Leaking faucet,Level 2,Plumbing,2025-08-20 00:00:00,2025-08-20 00:00:00,,,,
1447,74,Completed,Mia Martinez,TICKET-001447,2025-08-16,Electrical panel inspection,Level 3,Electrical,2025-08-16 00:00:00,2025-08-16 00:00:00,,,,
1448,81,Completed,Bernita Crona,TICKET-001448,2025-08-20,Window frame repair,Level 2,Structural,2025-08-20 00:00:00,2025-08-20 00:00:00,,,,
1449,86,Completed,Marcus Manager,TICKET-001449,2025-08-25,Rodent activity,Level 3,Pest Control,2025-08-25 00:00:00,2025-08-25 00:00:00,,,,
1450,93,Completed,King Bruen,TICKET-001450,2025-08-28,Leaking faucet,Level 2,Plumbing,2025-08-28 00:00:00,2025-08-28 00:00:00,,,,
1451,126,Completed,Clark West,TICKET-001451,2025-08-13,Washing machine malfunction,Level 2,Appliance,2025-08-13 00:00:00,2025-08-13 00:00:00,,,,
1452,133,Completed,Bernita Crona,TICKET-001452,2025-08-15,Spider infestation,Level 1,Pest Control,2025-08-15 00:00:00,2025-08-15 00:00:00,,,,
1453,289,Completed,Clark West,TICKET-001453,2025-08-05,Exhaust fan noise,Level 2,Appliance,2025-08-05 00:00:00,2025-08-05 00:00:00,,,,
1454,139,Completed,Bernita Crona,TICKET-001454,2025-08-30,Termite inspection,Level 1,Pest Control,2025-08-30 00:00:00,2025-08-30 00:00:00,,,,
1455,155,Completed,Marcus Manager,TICKET-001455,2025-08-30,Termite inspection,Level 3,Pest Control,2025-08-30 00:00:00,2025-08-30 00:00:00,,,,
1456,158,Completed,Clark West,TICKET-001456,2025-08-26,Switch not working,Level 1,Electrical,2025-08-26 00:00:00,2025-08-26 00:00:00,,,,
1457,193,Completed,King Bruen,TICKET-001457,2025-08-31,Pipe leakage,Level 2,Plumbing,2025-08-31 00:00:00,2025-08-31 00:00:00,,,,
1458,201,Completed,Mia Martinez,TICKET-001458,2025-08-29,Refrigerator not cooling,Level 1,Appliance,2025-08-29 00:00:00,2025-08-29 00:00:00,,,,
1459,222,Completed,Mia Martinez,TICKET-001459,2025-08-04,Leaking faucet,Level 2,Plumbing,2025-08-04 00:00:00,2025-08-04 00:00:00,,,,
1460,223,Completed,Marcus Manager,TICKET-001460,2025-08-31,Flooring issue,Level 4,Structural,2025-08-31 00:00:00,2025-08-31 00:00:00,,,,
1461,269,Completed,Mia Martinez,TICKET-001461,2025-08-08,Wiring problem,Level 2,Electrical,2025-08-08 00:00:00,2025-08-08 00:00:00,,,,
1462,237,Completed,Marcus Manager,TICKET-001462,2025-08-27,Dishwasher leakage,Level 2,Appliance,2025-08-27 00:00:00,2025-08-27 00:00:00,,,,
1463,2,Completed,King Bruen,TICKET-001463,2025-09-02,Spider infestation,Level 1,Pest Control,2025-09-02 00:00:00,2025-09-02 00:00:00,,,,
1464,2,Completed,Mia Martinez,TICKET-001464,2025-09-12,Dryer not working,Level 4,Appliance,2025-09-12 00:00:00,2025-09-12 00:00:00,,,,
1465,264,Completed,Bernita Crona,TICKET-001465,2025-09-29,Low water pressure,Level 1,Plumbing,2025-09-29 00:00:00,2025-09-29 00:00:00,,,,
1466,177,Completed,Marcus Manager,TICKET-001466,2025-09-03,Ant infestation,Level 3,Pest Control,2025-09-03 00:00:00,2025-09-03 00:00:00,,,,
1467,20,Completed,Mia Martinez,TICKET-001467,2025-09-29,Cockroach sighting,Level 3,Pest Control,2025-09-29 00:00:00,2025-09-29 00:00:00,,,,
1468,18,Completed,Marcus Manager,TICKET-001468,2025-09-22,Circuit breaker tripping,Level 1,Electrical,2025-09-22 00:00:00,2025-09-22 00:00:00,,,,
1469,42,Completed,Mia Martinez,TICKET-001469,2025-09-02,General pest treatment,Level 2,Pest Control,2025-09-02 00:00:00,2025-09-02 00:00:00,,,,
1470,47,Completed,King Bruen,TICKET-001470,2025-09-21,Dryer not working,Level 3,Appliance,2025-09-21 00:00:00,2025-09-21 00:00:00,,,,
